filename,width,height,class,xmin,ymin,xmax,ymax
M_1511.jpg,690,854,Mask,182,210,488,516
M_1512.jpg,750,929,Mask,225,219,628,622
M_1513.jpg,690,854,Mask,213,234,510,532
M_1514.jpg,960,1190,Mask,230,239,704,712
M_1515.jpg,960,1190,Mask,322,446,712,838
M_1516.jpg,1126,697,Mask,451,224,678,452
M_1517.jpg,1126,697,Mask,519,161,788,430
M_1518.jpg,960,1190,Mask,236,210,875,849
M_1519.jpg,1212,1506,Mask,80,499,777,1196
M_151.jpg,305,203,Mask,91,78,124,111
M_1520.jpg,960,1190,Mask,152,293,676,817
M_1521.jpg,908,844,Mask,331,250,767,686
M_1522.jpg,750,522,Mask,337,134,565,362
M_1523.jpg,3024,3749,Mask,1117,852,1549,1284
M_1524.jpg,960,1587,Mask,127,505,855,1233
M_1525.jpg,960,1190,Mask,166,277,753,864
M_1526.jpg,180,180,Mask,28,21,149,142
M_1527.jpg,180,180,Mask,51,63,126,139
M_1528.jpg,180,180,Mask,27,65,136,174
M_152.jpg,305,203,Mask,57,31,111,86
M_1530.jpg,180,180,Mask,115,56,170,111
M_1533.jpg,180,180,Mask,47,26,132,110
M_153.jpg,305,203,Mask,154,24,221,91
M_1540.jpg,180,180,Mask,36,34,127,125
M_1541.jpg,180,180,Mask,80,3,160,83
M_1545.jpg,180,180,Mask,35,0,146,112
M_154.jpg,305,203,Mask,138,74,220,156
M_1550.jpg,180,180,Mask,27,34,118,125
M_1554.jpg,180,180,Mask,25,1,127,104
M_1559.jpg,180,180,Mask,18,5,176,163
M_155.jpg,305,203,Mask,130,69,245,185
M_1560.jpg,180,180,Mask,59,45,159,145
M_1561.jpg,180,180,Mask,30,21,142,133
M_1562.jpg,180,180,Mask,40,17,143,119
M_1563.jpg,180,180,Mask,57,17,129,90
M_1564.jpg,180,180,Mask,66,82,126,142
M_1565.jpg,180,180,Mask,54,3,129,79
M_1566.jpg,180,180,Mask,22,28,80,85
M_1567.jpg,180,180,Mask,66,3,174,111
M_1568.jpg,180,180,Mask,62,40,150,128
M_1569.jpg,180,180,Mask,31,2,153,125
M_156.jpg,305,203,Mask,12,16,63,67
M_1570.jpg,180,180,Mask,11,15,171,175
M_1571.jpg,180,180,Mask,42,8,135,101
M_1572.jpg,180,180,Mask,79,54,153,127
M_1573.jpg,180,180,Mask,54,50,136,132
M_1574.jpg,180,180,Mask,50,46,113,109
M_1575.jpg,180,180,Mask,45,24,134,112
M_1576.jpg,180,180,Mask,48,41,129,122
M_1577.jpg,180,180,Mask,90,32,176,118
M_1578.jpg,180,180,Mask,32,21,99,88
M_1579.jpg,180,180,Mask,60,22,130,92
M_157.jpg,220,203,Mask,23,25,67,69
M_1580.jpg,180,180,Mask,73,28,126,80
M_1581.jpg,180,180,Mask,90,44,134,87
M_1582.jpg,180,180,Mask,44,37,125,118
M_1583.jpg,180,180,Mask,48,12,133,97
M_1584.jpg,180,180,Mask,75,8,144,77
M_1585.jpg,180,180,Mask,52,8,175,130
M_1586.jpg,180,180,Mask,31,40,92,101
M_1587.jpg,180,180,Mask,47,31,98,82
M_1588.jpg,180,180,Mask,51,62,144,155
M_1589.jpg,180,180,Mask,50,18,142,109
M_158.jpg,184,203,Mask,60,71,107,118
M_1590.jpg,180,180,Mask,64,26,135,97
M_1591.jpg,180,180,Mask,49,22,143,115
M_1594.jpg,180,180,Mask,41,43,176,178
M_1595.jpg,180,180,Mask,41,21,140,120
M_1596.jpg,180,180,Mask,44,4,126,87
M_1597.jpg,180,180,Mask,35,71,119,155
M_1598.jpg,180,180,Mask,53,46,129,122
M_1599.jpg,180,180,Mask,71,39,156,124
M_159.jpg,305,427,Mask,69,131,262,324
M_15.jpg,305,203,Mask,60,31,109,80
M_1600.jpg,180,180,Mask,2,24,114,135
M_1601.jpg,180,180,Mask,54,39,158,144
M_1603.jpg,180,180,Mask,62,15,141,94
M_1604.jpg,180,180,Mask,31,47,135,152
M_1605.jpg,180,180,Mask,61,10,178,127
M_1607.jpg,180,180,Mask,31,60,87,116
M_1608.jpg,180,180,Mask,50,52,140,142
M_160.jpg,305,203,Mask,155,55,244,143
M_1611.jpg,180,180,Mask,58,24,119,85
M_1612.jpg,180,180,Mask,60,60,144,144
M_1613.jpg,180,180,Mask,46,10,172,136
M_1615.jpg,180,180,Mask,48,16,140,108
M_1616.jpg,180,180,Mask,52,41,115,104
M_161.jpg,305,401,Mask,48,67,148,167
M_1620.jpg,180,180,Mask,34,21,131,118
M_1621.jpg,180,180,Mask,37,26,136,125
M_1622.jpg,180,180,Mask,40,27,172,159
M_1623.jpg,180,180,Mask,32,1,131,100
M_1624.jpg,180,180,Mask,12,19,161,169
M_1626.jpg,180,180,Mask,13,1,151,139
M_1627.jpg,180,180,Mask,54,18,163,127
M_1628.jpg,180,180,Mask,75,73,165,163
M_162.jpg,305,214,Mask,119,38,187,107
M_1630.jpg,180,180,Mask,36,2,150,116
M_1631.jpg,180,180,Mask,47,2,143,98
M_1632.jpg,180,180,Mask,16,8,151,144
M_1633.jpg,180,180,Mask,36,36,154,154
M_1634.jpg,180,180,Mask,44,9,146,112
M_1635.jpg,180,180,Mask,69,65,152,148
M_1636.jpg,180,180,Mask,18,108,87,177
M_1637.jpg,180,180,Mask,39,1,119,81
M_1638.jpg,180,180,Mask,41,82,117,158
M_1639.jpg,180,180,Mask,67,38,135,107
M_163.jpg,305,203,Mask,46,58,125,138
M_1640.jpg,180,180,Mask,25,12,163,151
M_1641.jpg,180,180,Mask,6,42,72,108
M_1642.jpg,180,180,Mask,27,26,160,160
M_1643.jpg,180,180,Mask,48,52,117,120
M_1644.jpg,180,180,Mask,31,17,124,110
M_1645.jpg,180,180,Mask,63,2,152,90
M_1646.jpg,180,180,Mask,45,46,140,142
M_1647.jpg,180,180,Mask,47,16,138,108
M_1648.jpg,180,180,Mask,76,1,161,85
M_1649.jpg,180,180,Mask,68,41,154,127
M_164.jpg,305,430,Mask,166,164,267,265
M_1650.jpg,180,180,Mask,54,25,149,120
M_1651.jpg,180,180,Mask,50,26,147,124
M_1652.jpg,180,180,Mask,68,30,159,122
M_1653.jpg,180,180,Mask,48,10,163,126
M_1654.jpg,180,180,Mask,55,16,145,106
M_1655.jpg,180,180,Mask,94,27,162,96
M_1656.jpg,180,180,Mask,56,49,126,119
M_1658.jpg,180,180,Mask,22,54,145,177
M_1659.jpg,180,180,Mask,62,9,155,103
M_165.jpg,305,458,Mask,142,239,261,358
M_1661.jpg,180,180,Mask,46,66,131,151
M_1662.jpg,180,180,Mask,52,40,130,117
M_1663.jpg,180,180,Mask,84,28,136,81
M_1664.jpg,180,180,Mask,63,18,146,101
M_1666.jpg,180,180,Mask,28,27,118,117
M_1667.jpg,180,180,Mask,46,1,135,90
M_1668.jpg,180,180,Mask,52,46,156,151
M_1669.jpg,180,180,Mask,59,37,126,104
M_166.jpg,305,203,Mask,73,50,167,145
M_1670.jpg,180,180,Mask,10,52,106,147
M_1671.jpg,180,180,Mask,84,79,147,142
M_1672.jpg,180,180,Mask,65,9,171,116
M_1673.jpg,180,180,Mask,49,13,155,119
M_1674.jpg,180,180,Mask,41,23,154,136
M_1675.jpg,180,180,Mask,59,46,126,113
M_1676.jpg,180,180,Mask,39,23,140,123
M_1677.jpg,180,180,Mask,57,48,120,111
M_1678.jpg,180,180,Mask,45,7,145,107
M_1679.jpg,180,180,Mask,48,10,174,136
M_167.jpg,305,203,Mask,61,45,176,161
M_1680.jpg,180,180,Mask,51,2,152,103
M_1681.jpg,180,180,Mask,61,50,151,140
M_1682.jpg,180,180,Mask,45,29,155,139
M_1683.jpg,180,180,Mask,51,36,125,110
M_1684.jpg,180,180,Mask,58,65,132,139
M_1685.jpg,180,180,Mask,68,3,158,93
M_1686.jpg,180,180,Mask,37,3,142,108
M_1687.jpg,180,180,Mask,25,28,142,145
M_1688.jpg,180,180,Mask,8,24,99,116
M_1689.jpg,180,180,Mask,37,3,140,106
M_168.jpg,305,443,Mask,5,94,182,272
M_1690.jpg,180,180,Mask,65,31,134,99
M_1692.jpg,180,180,Mask,35,4,166,135
M_1693.jpg,180,180,Mask,54,69,128,143
M_1695.jpg,180,180,Mask,40,27,124,112
M_1696.jpg,180,180,Mask,43,28,125,111
M_1697.jpg,180,180,Mask,23,57,127,161
M_1698.jpg,180,180,Mask,50,3,163,117
M_1699.jpg,180,180,Mask,60,31,152,123
M_169.jpg,305,205,Mask,167,33,278,144
M_16.jpg,305,203,Mask,117,55,186,124
M_1700.jpg,180,180,Mask,80,31,146,98
M_1701.jpg,180,180,Mask,34,38,152,156
M_1702.jpg,180,180,Mask,92,65,165,138
M_1704.jpg,180,180,Mask,82,27,169,113
M_1705.jpg,180,180,Mask,33,45,125,137
M_1706.jpg,180,180,Mask,47,34,129,116
M_1707.jpg,180,180,Mask,56,13,107,63
M_1708.jpg,180,180,Mask,44,50,142,147
M_1709.jpg,180,180,Mask,33,30,158,155
M_170.jpg,305,204,Mask,45,19,111,86
M_1710.jpg,180,180,Mask,75,25,160,109
M_1711.jpg,180,180,Mask,35,26,129,120
M_1713.jpg,180,180,Mask,38,13,170,144
M_1714.jpg,180,180,Mask,20,14,93,88
M_1715.jpg,180,180,Mask,14,0,91,77
M_1716.jpg,180,180,Mask,100,40,166,106
M_1717.jpg,180,180,Mask,26,80,119,173
M_1718.jpg,180,180,Mask,65,13,148,96
M_1719.jpg,180,180,Mask,45,44,133,133
M_171.jpg,305,229,Mask,145,51,195,100
M_1720.jpg,180,180,Mask,92,80,171,159
M_1721.jpg,180,180,Mask,54,20,139,105
M_1722.jpg,180,180,Mask,55,52,126,122
M_1723.jpg,180,180,Mask,61,1,140,81
M_1724.jpg,180,180,Mask,41,57,163,179
M_1726.jpg,180,180,Mask,60,13,152,105
M_1727.jpg,180,180,Mask,61,12,136,88
M_172.jpg,305,406,Mask,134,68,179,113
M_1730.jpg,180,180,Mask,54,51,128,125
M_1731.jpg,180,180,Mask,34,1,140,108
M_1733.jpg,180,180,Mask,38,4,168,133
M_1734.jpg,180,180,Mask,41,32,156,147
M_1735.jpg,180,180,Mask,34,38,130,134
M_1736.jpg,180,180,Mask,58,17,142,101
M_1739.jpg,180,180,Mask,34,1,133,100
M_173.jpg,305,203,Mask,74,39,113,78
M_1741.jpg,180,180,Mask,63,51,119,107
M_1742.jpg,180,180,Mask,49,34,154,139
M_1743.jpg,180,180,Mask,12,3,155,146
M_1744.jpg,180,180,Mask,62,26,141,105
M_1745.jpg,180,180,Mask,51,65,125,139
M_1746.jpg,180,180,Mask,26,32,156,162
M_1748.jpg,180,180,Mask,47,38,157,148
M_1749.jpg,180,180,Mask,50,45,144,138
M_174.jpg,305,203,Mask,78,92,128,142
M_1750.jpg,180,180,Mask,42,17,139,114
M_1751.jpg,180,180,Mask,39,9,143,113
M_1752.jpg,180,180,Mask,59,52,129,122
M_1753.jpg,180,180,Mask,3,37,135,169
M_1754.jpg,180,180,Mask,24,51,148,175
M_1755.jpg,180,180,Mask,87,2,166,81
M_1756.jpg,180,180,Mask,10,81,88,158
M_1757.jpg,180,180,Mask,66,1,160,95
M_1758.jpg,180,180,Mask,19,4,148,133
M_1759.jpg,180,180,Mask,66,52,142,127
M_175.jpg,305,203,Mask,105,56,138,88
M_1760.jpg,180,180,Mask,36,14,120,99
M_1761.jpg,180,180,Mask,29,36,150,157
M_1762.jpg,180,180,Mask,45,23,172,151
M_1763.jpg,180,180,Mask,68,54,159,145
M_1764.jpg,180,180,Mask,58,22,146,110
M_1765.jpg,180,180,Mask,54,16,127,89
M_1766.jpg,180,180,Mask,34,14,88,68
M_1767.jpg,180,180,Mask,41,50,156,165
M_1768.jpg,180,180,Mask,70,27,130,87
M_1769.jpg,180,180,Mask,27,0,110,83
M_176.jpg,305,203,Mask,98,56,134,90
M_1770.jpg,180,180,Mask,72,13,146,87
M_1771.jpg,180,180,Mask,56,40,135,119
M_1772.jpg,180,180,Mask,59,68,117,126
M_1773.jpg,180,180,Mask,43,77,107,142
M_1774.jpg,180,180,Mask,33,1,135,103
M_1775.jpg,180,180,Mask,38,9,171,143
M_1776.jpg,180,180,Mask,50,16,144,109
M_1777.jpg,180,180,Mask,63,9,141,87
M_1778.jpg,180,180,Mask,69,78,143,152
M_1779.jpg,180,180,Mask,72,25,147,100
M_177.jpg,305,458,Mask,129,121,194,186
M_1780.jpg,180,180,Mask,33,35,144,146
M_1781.jpg,180,180,Mask,42,4,170,132
M_1782.jpg,180,180,Mask,68,12,156,100
M_1784.jpg,180,180,Mask,49,11,177,139
M_1785.jpg,180,180,Mask,72,53,151,133
M_1786.jpg,180,180,Mask,59,14,127,82
M_1787.jpg,180,180,Mask,62,69,146,153
M_1788.jpg,180,180,Mask,88,29,161,102
M_1789.jpg,180,180,Mask,72,76,146,150
M_178.jpg,305,458,Mask,135,117,199,180
M_1790.jpg,180,180,Mask,65,49,108,92
M_1791.jpg,180,180,Mask,7,35,145,174
M_1792.jpg,180,180,Mask,85,71,160,146
M_1793.jpg,180,180,Mask,37,1,165,129
M_1794.jpg,180,180,Mask,49,67,141,159
M_1795.jpg,180,180,Mask,62,31,144,114
M_1796.jpg,180,180,Mask,47,27,144,125
M_1797.jpg,180,180,Mask,67,18,150,101
M_1798.jpg,180,180,Mask,50,32,138,120
M_1799.jpg,180,180,Mask,99,52,171,124
M_179.jpg,305,203,Mask,195,46,241,93
M_17.jpg,305,204,Mask,126,67,183,123
M_1800.jpg,180,180,Mask,65,71,126,132
M_1801.jpg,180,180,Mask,52,1,124,73
M_1802.jpg,180,180,Mask,45,24,125,103
M_1803.jpg,180,180,Mask,50,35,117,102
M_1804.jpg,180,180,Mask,45,4,143,101
M_1805.jpg,180,180,Mask,42,4,170,132
M_1806.jpg,180,180,Mask,30,26,102,99
M_1807.jpg,180,180,Mask,45,20,168,143
M_1808.jpg,180,180,Mask,60,83,130,153
M_1809.jpg,180,180,Mask,40,2,142,105
M_180.jpg,305,458,Mask,187,126,245,185
M_1810.jpg,180,180,Mask,26,21,120,115
M_1811.jpg,180,180,Mask,73,19,157,103
M_1812.jpg,180,180,Mask,68,50,144,125
M_1813.jpg,180,180,Mask,79,36,158,115
M_1815.jpg,180,180,Mask,71,29,108,67
M_1817.jpg,180,180,Mask,71,42,110,81
M_1818.jpg,180,180,Mask,41,20,124,102
M_181.jpg,305,458,Mask,105,51,206,152
M_1820.jpg,180,180,Mask,76,6,150,80
M_1821.jpg,180,180,Mask,77,39,122,84
M_1822.jpg,180,180,Mask,54,99,118,163
M_1824.jpg,180,180,Mask,7,8,158,160
M_1825.jpg,180,180,Mask,82,62,140,120
M_1826.jpg,180,180,Mask,93,25,145,77
M_1827.jpg,180,180,Mask,52,38,152,138
M_1828.jpg,180,180,Mask,54,12,145,104
M_1829.jpg,180,180,Mask,2,14,147,159
M_182.jpg,305,203,Mask,188,59,267,138
M_1831.jpg,180,180,Mask,54,25,176,147
M_1832.jpg,180,180,Mask,65,44,166,144
M_1833.jpg,180,180,Mask,60,8,148,96
M_1834.jpg,180,180,Mask,43,36,147,140
M_1835.jpg,180,180,Mask,28,19,153,144
M_1836.jpg,180,180,Mask,60,41,149,129
M_1837.jpg,180,180,Mask,57,35,158,136
M_1838.jpg,180,180,Mask,50,52,120,122
M_1839.jpg,180,180,Mask,51,13,166,128
M_183.jpg,305,203,Mask,75,68,121,113
M_1840.jpg,180,180,Mask,46,1,100,55
M_1841.jpg,180,180,Mask,54,8,159,112
M_1842.jpg,180,180,Mask,63,22,119,78
M_1843.jpg,180,180,Mask,60,62,104,106
M_1844.jpg,180,180,Mask,62,19,124,81
M_1845.jpg,180,180,Mask,80,55,138,113
M_1846.jpg,180,180,Mask,101,49,148,96
M_1847.jpg,180,180,Mask,72,15,123,65
M_1848.jpg,180,180,Mask,49,40,123,114
M_1849.jpg,180,180,Mask,5,41,131,167
M_184.jpg,305,404,Mask,37,53,292,308
M_1850.jpg,180,180,Mask,62,25,97,59
M_1851.jpg,180,180,Mask,35,69,128,162
M_1852.jpg,180,180,Mask,35,17,164,146
M_1853.jpg,180,180,Mask,50,17,165,133
M_1854.jpg,180,180,Mask,35,32,129,125
M_1855.jpg,180,180,Mask,90,24,151,86
M_1856.jpg,180,180,Mask,45,48,142,145
M_1857.jpg,180,180,Mask,36,44,119,126
M_1858.jpg,180,180,Mask,39,118,97,176
M_1859.jpg,180,180,Mask,40,17,161,137
M_185.jpg,305,458,Mask,50,79,286,314
M_1861.jpg,180,180,Mask,32,48,131,147
M_1862.jpg,180,180,Mask,24,17,116,108
M_1863.jpg,180,180,Mask,66,48,129,111
M_1864.jpg,180,180,Mask,57,14,151,108
M_1865.jpg,180,180,Mask,47,36,152,141
M_1866.jpg,180,180,Mask,38,65,98,125
M_1867.jpg,180,180,Mask,38,4,141,107
M_1868.jpg,180,180,Mask,33,2,137,107
M_1869.jpg,180,180,Mask,39,8,142,111
M_186.jpg,305,203,Mask,73,34,206,166
M_1870.jpg,180,180,Mask,22,13,116,107
M_1872.jpg,180,180,Mask,30,28,138,136
M_1873.jpg,180,180,Mask,74,60,143,128
M_1874.jpg,180,180,Mask,36,41,129,135
M_1875.jpg,180,180,Mask,41,33,111,104
M_1876.jpg,180,180,Mask,57,5,155,102
M_1878.jpg,180,180,Mask,46,93,99,145
M_1879.jpg,180,180,Mask,76,33,150,107
M_187.jpg,305,203,Mask,61,73,123,135
M_1881.jpg,180,180,Mask,35,26,110,101
M_1882.jpg,180,180,Mask,45,7,172,135
M_1883.jpg,180,180,Mask,49,71,135,157
M_1884.jpg,180,180,Mask,31,22,115,107
M_1885.jpg,180,180,Mask,35,2,173,141
M_1886.jpg,180,180,Mask,30,3,115,88
M_1887.jpg,180,180,Mask,49,2,98,51
M_1888.jpg,180,180,Mask,31,20,150,139
M_1889.jpg,180,180,Mask,84,50,156,122
M_188.jpg,305,406,Mask,95,68,174,147
M_1890.jpg,180,180,Mask,54,41,135,122
M_1891.jpg,180,180,Mask,41,59,132,150
M_1892.jpg,180,180,Mask,56,23,147,115
M_1893.jpg,180,180,Mask,56,19,141,103
M_1894.jpg,180,180,Mask,62,17,126,81
M_1896.jpg,180,180,Mask,55,73,149,167
M_1897.jpg,180,180,Mask,36,9,140,113
M_1898.jpg,180,180,Mask,34,17,133,117
M_1899.jpg,180,180,Mask,68,14,144,90
M_189.jpg,305,406,Mask,84,91,167,176
M_18.jpg,305,203,Mask,96,95,164,161
M_1900.jpg,180,180,Mask,85,31,124,70
M_1902.jpg,180,180,Mask,39,32,165,158
M_1903.jpg,180,180,Mask,29,6,90,67
M_1904.jpg,180,180,Mask,36,5,154,124
M_1905.jpg,180,180,Mask,29,9,162,143
M_1906.jpg,180,180,Mask,27,1,138,113
M_1907.jpg,180,180,Mask,76,18,141,83
M_1908.jpg,180,180,Mask,52,54,115,116
M_1909.jpg,180,180,Mask,18,11,141,134
M_190.jpg,305,229,Mask,64,58,106,100
M_1910.jpg,180,180,Mask,57,7,146,95
M_1911.jpg,180,180,Mask,46,27,125,106
M_1912.jpg,180,180,Mask,57,55,120,118
M_1914.jpg,180,180,Mask,48,52,153,156
M_1915.jpg,180,180,Mask,49,54,109,114
M_1916.jpg,180,180,Mask,52,62,133,144
M_1917.jpg,180,180,Mask,54,2,141,89
M_1919.jpg,180,180,Mask,58,60,118,119
M_191.jpg,305,406,Mask,91,79,161,149
M_1920.jpg,180,180,Mask,47,17,150,119
M_1922.jpg,180,180,Mask,29,42,108,121
M_1923.jpg,180,180,Mask,21,48,124,151
M_1924.jpg,180,180,Mask,63,11,128,76
M_1925.jpg,180,180,Mask,40,33,74,67
M_1926.jpg,180,180,Mask,46,27,148,130
M_1927.jpg,180,180,Mask,21,54,90,122
M_1928.jpg,180,180,Mask,58,10,143,94
M_1929.jpg,180,180,Mask,46,48,127,129
M_192.jpg,305,406,Mask,34,104,89,159
M_1930.jpg,180,180,Mask,64,82,118,136
M_1931.jpg,180,180,Mask,78,15,134,71
M_1932.jpg,180,180,Mask,23,14,141,133
M_1933.jpg,180,180,Mask,62,2,157,98
M_1934.jpg,180,180,Mask,20,109,84,174
M_1935.jpg,180,180,Mask,58,81,152,175
M_1937.jpg,180,180,Mask,54,44,123,112
M_1938.jpg,180,180,Mask,51,53,153,155
M_1939.jpg,180,180,Mask,57,5,138,86
M_193.jpg,305,203,Mask,39,19,215,194
M_1940.jpg,180,180,Mask,54,30,160,137
M_1941.jpg,180,180,Mask,6,45,108,148
M_1944.jpg,180,180,Mask,63,48,136,122
M_1945.jpg,180,180,Mask,62,41,142,120
M_1946.jpg,180,180,Mask,57,2,176,120
M_1948.jpg,180,180,Mask,51,22,144,115
M_1949.jpg,180,180,Mask,31,7,153,130
M_194.jpg,305,406,Mask,138,74,246,183
M_1950.jpg,180,180,Mask,41,64,129,153
M_1951.jpg,180,180,Mask,40,108,98,166
M_1953.jpg,180,180,Mask,54,15,139,99
M_1954.jpg,180,180,Mask,51,20,157,126
M_1955.jpg,180,180,Mask,60,15,143,98
M_1956.jpg,180,180,Mask,44,44,159,159
M_1958.jpg,180,180,Mask,74,6,152,83
M_1959.jpg,180,180,Mask,54,45,145,136
M_195.jpg,305,407,Mask,136,84,217,165
M_1960.jpg,180,180,Mask,61,19,108,66
M_1961.jpg,180,180,Mask,45,25,127,107
M_1962.jpg,180,180,Mask,54,50,140,136
M_1963.jpg,180,180,Mask,42,35,135,128
M_1964.jpg,180,180,Mask,56,13,152,109
M_1965.jpg,180,180,Mask,33,0,166,134
M_1966.jpg,180,180,Mask,40,43,118,121
M_1967.jpg,180,180,Mask,28,7,160,138
M_1968.jpg,180,180,Mask,42,25,146,130
M_1969.jpg,180,180,Mask,18,36,158,176
M_196.jpg,305,203,Mask,200,26,246,72
M_1970.jpg,180,180,Mask,65,69,116,119
M_1971.jpg,180,180,Mask,38,58,121,141
M_1973.jpg,180,180,Mask,54,32,158,136
M_1974.jpg,180,180,Mask,28,14,136,122
M_1975.jpg,180,180,Mask,60,29,112,81
M_1976.jpg,180,180,Mask,26,4,148,126
M_1977.jpg,180,180,Mask,41,48,140,147
M_1978.jpg,180,180,Mask,36,27,141,132
M_1979.jpg,180,180,Mask,25,104,80,159
M_197.jpg,305,458,Mask,109,194,219,304
M_1980.jpg,180,180,Mask,88,32,167,111
M_1981.jpg,580,870,Mask,272,205,531,465
M_1982.jpg,548,728,Mask,281,104,415,239
M_1983.jpg,580,846,Mask,332,242,533,444
M_1984.jpg,180,180,Mask,30,10,115,95
M_1985.jpg,180,180,Mask,15,24,161,170
M_1986.jpg,768,432,Mask,595,120,652,177
M_1988.jpg,180,180,Mask,53,45,130,123
M_1989.jpg,180,180,Mask,28,62,127,162
M_198.jpg,305,203,Mask,45,76,135,165
M_1992.jpg,950,625,Mask,459,163,505,209
M_1997.jpg,500,416,Mask,335,133,475,273
M_1999.jpg,180,180,Mask,44,17,129,102
M_199.jpg,305,458,Mask,29,79,198,248
M_19.jpg,305,155,Mask,111,63,180,131
M_1.jpg,305,458,Mask,95,160,186,251
M_2000.jpg,912,1036,Mask,254,151,380,277
M_2001.jpg,500,335,Mask,182,99,312,229
M_2002.jpg,500,341,Mask,203,101,296,194
M_2008.jpg,800,536,Mask,219,150,449,380
M_200.jpg,305,203,Mask,112,22,222,132
M_2011.jpg,352,469,Mask,82,49,210,177
M_2014.jpg,180,180,Mask,61,8,127,75
M_2015.jpg,180,180,Mask,45,12,115,82
M_2017.jpg,180,180,Mask,82,1,174,93
M_2018.jpg,180,180,Mask,79,3,171,95
M_2019.jpg,180,180,Mask,49,81,115,148
M_201.jpg,305,203,Mask,171,53,217,99
M_2020.jpg,180,180,Mask,31,17,151,137
M_2023.jpg,180,180,Mask,75,23,115,62
M_2024.jpg,180,180,Mask,54,23,135,104
M_2025.jpg,180,180,Mask,31,22,127,118
M_2026.jpg,180,180,Mask,34,14,179,159
M_2027.jpg,180,180,Mask,54,30,111,88
M_2028.jpg,180,180,Mask,73,51,126,104
M_2029.jpg,180,180,Mask,65,39,156,131
M_202.jpg,305,203,Mask,218,27,261,71
M_2031.jpg,180,180,Mask,10,5,158,153
M_2032.jpg,180,180,Mask,35,1,97,63
M_2033.jpg,180,180,Mask,3,3,108,107
M_2034.jpg,180,180,Mask,72,27,155,110
M_2035.jpg,180,180,Mask,12,3,146,137
M_2036.jpg,180,180,Mask,37,5,149,117
M_2037.jpg,180,180,Mask,24,62,90,128
M_2038.jpg,180,180,Mask,42,81,128,168
M_2039.jpg,180,180,Mask,67,0,146,80
M_203.jpg,305,203,Mask,59,37,99,77
M_2041.jpg,180,180,Mask,42,18,130,107
M_2043.jpg,180,180,Mask,126,92,164,130
M_2045.jpg,180,180,Mask,67,2,141,76
M_2047.jpg,180,180,Mask,49,13,168,132
M_204.jpg,305,203,Mask,67,29,102,63
M_2050.jpg,180,180,Mask,61,3,131,73
M_2051.jpg,180,180,Mask,19,12,135,127
M_2052.jpg,180,180,Mask,30,52,98,120
M_2054.jpg,180,180,Mask,62,2,146,87
M_2056.jpg,180,180,Mask,72,2,123,53
M_2058.jpg,180,180,Mask,50,99,118,167
M_2059.jpg,180,180,Mask,41,3,156,119
M_205.jpg,305,203,Mask,116,46,213,143
M_2061.jpg,180,180,Mask,41,6,165,131
M_2062.jpg,180,180,Mask,15,18,170,173
M_2064.jpg,180,180,Mask,30,34,147,151
M_2065.jpg,180,180,Mask,40,51,125,135
M_2067.jpg,180,180,Mask,46,37,149,140
M_2068.jpg,180,180,Mask,50,25,145,120
M_2069.jpg,180,180,Mask,54,18,158,122
M_206.jpg,305,458,Mask,141,75,200,134
M_2070.jpg,180,180,Mask,18,43,109,135
M_2071.jpg,180,180,Mask,18,17,86,86
M_2072.jpg,180,180,Mask,55,31,130,106
M_2074.jpg,180,180,Mask,25,17,124,117
M_2075.jpg,180,180,Mask,27,2,150,125
M_2076.jpg,180,180,Mask,81,18,132,69
M_2077.jpg,180,180,Mask,74,20,161,107
M_2078.jpg,180,180,Mask,28,35,94,101
M_207.jpg,305,458,Mask,90,119,132,161
M_2080.jpg,180,180,Mask,34,34,100,100
M_2081.jpg,180,180,Mask,17,9,141,134
M_2082.jpg,180,180,Mask,26,23,124,120
M_2083.jpg,180,180,Mask,66,10,115,59
M_2086.jpg,180,180,Mask,37,46,142,151
M_2087.jpg,180,180,Mask,50,59,154,163
M_2088.jpg,180,180,Mask,15,26,86,97
M_208.jpg,305,203,Mask,215,37,248,70
M_2090.jpg,180,180,Mask,50,70,145,165
M_2091.jpg,180,180,Mask,27,4,128,105
M_2092.jpg,180,180,Mask,51,20,121,90
M_2094.jpg,180,180,Mask,57,39,118,101
M_2095.jpg,180,180,Mask,48,3,133,88
M_2098.jpg,180,180,Mask,40,6,136,101
M_209.jpg,305,458,Mask,203,111,275,183
M_20.jpg,305,458,Mask,99,79,189,169
M_2100.jpg,180,180,Mask,7,37,138,169
M_2103.jpg,180,180,Mask,2,13,161,172
M_2105.jpg,180,180,Mask,10,55,100,145
M_2107.jpg,180,180,Mask,71,55,151,135
M_2108.jpg,180,180,Mask,87,27,161,101
M_210.jpg,305,406,Mask,142,45,181,83
M_2110.jpg,180,180,Mask,58,35,134,110
M_2112.jpg,180,180,Mask,50,70,114,134
M_2113.jpg,180,180,Mask,52,57,133,138
M_2114.jpg,180,180,Mask,48,41,120,113
M_2115.jpg,180,180,Mask,16,28,134,147
M_2116.jpg,180,180,Mask,116,38,150,72
M_2118.jpg,180,180,Mask,55,45,100,90
M_2119.jpg,180,180,Mask,40,13,152,124
M_211.jpg,305,203,Mask,124,74,159,109
M_2120.jpg,180,180,Mask,40,31,162,154
M_2121.jpg,180,180,Mask,63,13,168,118
M_2122.jpg,180,180,Mask,40,58,155,173
M_2123.jpg,180,180,Mask,31,40,124,133
M_2126.jpg,180,180,Mask,50,48,99,97
